ID Pemesanan,Status Pesanan,Kode Pesanan Affiliate,Waktu Pemesanan,Waktu Terselesaikan,Waktu Klik,Nama Toko,ID Shop,Tipe toko.,ID Barang,Nama Barange,ID Model,Tipe Produk,ID Promosi,L1 Kategori Global,L2 Kategori Global,L3 Kategori Global,Harga(Rp),Jumlah,Tipe Penawaran,Kampanye Partnerr,Nilai Pembelian(Rp),Jumlah Pengembalian Dana(Rp),Persentase Komisi Shopee pada Produk,Komisi Barang Shopee(Rp),Persentase Komisi XTRA pada Produk,Komisi XTRA Produk(Rp),Total Komisi per Produk(Rp),Komisi Shopee per Pesanan(Rp),Komisi XTRA per Pesanan(Rp),Total Komisi per Pesanan(Rp),Nama MCN Terhubung,ID Kontrak MCN,Persentase Biaya Manajemen MCN,Biaya Manajemen MCN(Rp),Persentase Pembagian Komisi Affiliate,Komisi Bersih Affiliate (Rp),Status Produk Affiliate,Catatan Produk,Tipe Pesanan,Status Pemebelian,Tag_link1,Tag_link2,Tag_link3,Tag_link4,Tag_link5,Platform
250524NV0WJ9VG,Selesai,201751650282062,2025-05-24 09:07:30,2025-05-29 08:42:08,2025-05-24 09:04:38,Tay led ig grosir,1421071143,C2C(Non-CB),28920711218,Dress cantik dress Wanita Terbaru 2024 / Long Dress Full Plisket / Dress Jumbo / Dress Termurah / Dress Terlaris / Dress Gratis ,252255810692,Normal Product,,Pakaian Wanita,Dress,,16000,1,Komisi XTRA,,16000,,0.00%,0,4.00%,640,640,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250524NJJEQH5U,Selesai,201741501287796,2025-05-24 06:18:21,2025-06-02 04:21:27,2025-05-24 06:16:25,AL-Lainuver,109589995,Preferred(Non-CB),28531897286,PAKET USAHA 3 PCS DASTER CRINGKLE LENGAN 3/4,243069738645,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,106000,1,Komisi XTRA,,90100,,0.00%,0,4.00%,3604,3604,0,3604,3604,,0,0.00%,0,100.00%,3604,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250524ND4D7123,Selesai,201735661224801,2025-05-24 04:41:01,2025-06-05 11:48:12,2025-05-24 04:39:51,Momelca Official Shop,575822944,Shopee Mall(Non-CB),12290192653,Momelca - Jollie Long Sleeve Midi Twill Dress Wanita,174145389038,Normal Product,,Pakaian Wanita,Dress,,129000,1,Komisi XTRA,,109650,,0.00%,0,2.00%,2193,2193,0,2193,2193,,0,0.00%,0,100.00%,2193,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250523KR577UPN,Selesai,201678780203717,2025-05-23 12:53:00,2025-05-25 12:14:57,2025-05-23 12:52:01,Holyscent Official Store,827396588,Shopee Mall(Non-CB),19929305237,Holyscent - OUD'E Eau De Parfum / Parfum pria,178752052647,Normal Product,,Perawatan & Kecantikan,Parfum & Wewangian,,69600,1,Komisi XTRA,,56620,,5.00%,2831,12.00%,6794.4,9625.4,2831,6794.4,9625.4,,0,0.00%,0,100.00%,9625.4,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250519917H457U,Selesai,201310564233780,2025-05-19 06:36:05,2025-05-23 23:14:00,2025-05-13 20:23:20,Twinstar Fashion,338358023,Preferred(Non-CB),19094022254,Paket Hemat Daster 100 dapat 3 motif Lukisan ibu muda kekinian,257072144083,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,100000,1,Komisi XTRA,,89500,,0.00%,0,1.00%,895,895,0,895,895,,0,0.00%,0,100.00%,895,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
2505162XTVQJNY,Selesai,201101834271378,2025-05-16 20:37:14,2025-05-24 18:22:36,2025-05-11 11:32:38,INDO SHOPE,826976775,C2C(Non-CB),18840743702,Kemeja Batik Pria Lengan Panjang Batik Pria Lengan Panjang Kemeja Batik Murah,108317117123,Normal Product,,Pakaian Pria,Pakaian Tradisional,Atasan Tradisional,34920,10,Komisi XTRA,,321264,,0.00%,0,1.00%,3212.64,3212.64,0,4908.2,4908.2,,0,0.00%,0,100.00%,4908.2,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
2505162XTVQJNY,Selesai,201101834271378,2025-05-16 20:37:14,2025-05-24 18:22:36,2025-05-11 11:32:38,INDO SHOPE,826976775,C2C(Non-CB),18840743702,Kemeja Batik Pria Lengan Panjang Batik Pria Lengan Panjang Kemeja Batik Murah,108317117124,Normal Product,,Pakaian Pria,Pakaian Tradisional,Atasan Tradisional,18430,10,Komisi XTRA,,169556,,0.00%,0,1.00%,1695.56,1695.56,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250515VVPV6702,Selesai,200992905208231,2025-05-15 14:21:45,2025-05-21 04:32:47,2025-05-15 14:20:45,Moshi fashion,1332159287,Preferred(Non-CB),27770422059,Daster 100 dapat 5pcs || Daster Katun Rayon standar Lengan Pendek Busui Bumil resleting depan lengan daster kekinian,252234110311,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,98900,1,Komisi XTRA,,93955,,0.00%,0,5.00%,4697.75,4697.75,0,4697.75,4697.75,,0,0.00%,0,100.00%,4697.75,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250514TVGVYGK4,Selesai,200923985236747,2025-05-14 19:13:16,2025-05-21 13:45:41,2025-05-14 19:11:17,AL-Lainuver,109589995,Preferred(Non-CB),28531897286,PAKET USAHA 3 PCS DASTER CRINGKLE LENGAN 3/4,243069738623,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,107520,1,Komisi XTRA,,91307,,0.00%,0,4.00%,3652.28,3652.28,0,3652.28,3652.28,,0,0.00%,0,100.00%,3652.28,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250514TM6C98FS,Selesai,200915042245442,2025-05-14 16:44:02,2025-05-21 19:55:45,2025-05-14 16:41:47,Batik Ajeng Maharani,959275896,Preferred(Non-CB),29206222245,PAKET DASTER LOWO JUMBO 4PCS 100 RIBU MOTIF RANDOM BAHAN RAYON ADEM,137993168859,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,128000,1,Komisi XTRA,,115200,,0.00%,0,4.00%,4608,4608,0,4608,4608,,0,0.00%,0,100.00%,4608,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250514TJ268HF5,Selesai,200912754233852,2025-05-14 16:06:02,2025-05-17 18:12:37,2025-05-14 16:04:11,Ahasstore,108297210,Preferred(Non-CB),25454948845,HIJAB JUMBO XL 100rb 6 pcs PAKET USAHA// HIJAB MURAH // JILBAB SYAR’I JUMBO // HIJAB INSTAN // HIJAB JERSEY // HAMIDAH SPORT // ,255129366549,Normal Product,,Fashion Muslim,Pakaian Muslim Wanita,Hijab,112500,1,Komisi XTRA,,95625,,1.00%,956.25,6.00%,5737.5,6693.75,956.25,5737.5,6693.75,,0,0.00%,0,100.00%,6693.75,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250514T84YAQ4Q,Selesai,200902110202588,2025-05-14 13:08:29,2025-05-19 15:45:52,2025-05-14 13:05:34,Bdg.co,15137773,Preferred(Non-CB),1776500333,kemeja pria lengan panjang kemeja slimfit kemeja hitam kemeja putih kemeja casual,99413133880,Normal Product,,Pakaian Pria,Atasan,Kemeja,51000,1,Komisi XTRA,,51000,,0.00%,0,5.00%,2550,2550,0,2550,2550,,0,0.00%,0,100.00%,2550,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250513RHKMDMJH,Selesai,200843546285053,2025-05-13 20:52:26,2025-05-18 08:18:28,2025-05-13 20:47:20,Twinstar Fashion,338358023,Preferred(Non-CB),19094022254,Paket Hemat Daster 100 dapat 3 motif Lukisan ibu muda kekinian,176140596285,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,98990,1,Komisi XTRA,,88357,,0.00%,0,1.00%,883.57,883.57,0,883.57,883.57,,0,0.00%,0,100.00%,883.57,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250513RG0PK6QB,Dibatalkan,200841837284800,2025-05-13 20:23:58,--,2025-05-13 20:23:20,Twinstar Fashion,338358023,Preferred(Non-CB),19094022254,Paket Hemat Daster 100 dapat 3 motif Lukisan ibu muda kekinian,176140596282,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,104500,0,Komisi XTRA,,0,94050,0.00%,0,1.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Dibatalkan,Pesanan tidak memenuhi S&K.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250513RCQJXCT7,Selesai,200838310249753,2025-05-13 19:25:10,2025-05-18 20:32:52,2025-05-13 19:23:52,Calamby.id,265701674,Preferred(Non-CB),23127368767,[PART 2] Baggy Pants (American Drill) - CALAMBY,231065344174,Normal Product,,Pakaian Wanita,Celana Panjang & Legging,Celana Panjang,68900,1,Komisi XTRA,,65405,,1.00%,654.05,6.00%,3924.3,4578.35,654.05,3924.3,4578.35,,0,0.00%,0,100.00%,4578.35,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250513QFWEA79F,Selesai,200807368200001,2025-05-13 10:49:28,2025-05-17 17:57:10,2025-05-13 10:46:06,HINELLE Official Shop,931313403,C2C(Non-CB),22170764615,Baju Daster Murah 3 100rb Wanita Jumbo Kancing Depan Lula Dress Korean Style Daster Harian Wanita Full Kancing Aktif Busui Bumil,235363189245,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,100000,1,Komisi XTRA,,85000,,0.00%,0,4.00%,3400,3400,0,3400,3400,,0,0.00%,0,100.00%,3400,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250512N6XFV32X,Selesai,200729020236844,2025-05-12 13:03:47,2025-05-20 04:44:03,2025-05-12 13:03:20,INDO SHOPE,826976775,C2C(Non-CB),18840743702,Kemeja Batik Pria Lengan Panjang Batik Pria Lengan Panjang Kemeja Batik Murah,59213789300,Normal Product,,Pakaian Pria,Pakaian Tradisional,Atasan Tradisional,34920,1,Komisi XTRA,,34920,,0.00%,0,1.00%,349.2,349.2,0,349.2,349.2,,0,0.00%,0,100.00%,349.2,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250512N47YCFKS,Selesai,200726117262885,2025-05-12 12:15:17,2025-05-14 21:42:00,2025-05-12 12:11:33,Ahasstore,108297210,Preferred(Non-CB),25454948845,HIJAB JUMBO XL 100rb 6 pcs PAKET USAHA// HIJAB MURAH // JILBAB SYAR’I JUMBO // HIJAB INSTAN // HIJAB JERSEY // HAMIDAH SPORT // ,255129366549,Normal Product,,Fashion Muslim,Pakaian Muslim Wanita,Hijab,112500,1,Komisi XTRA,,101250,,1.00%,1012.5,6.00%,6075,7087.5,1012.5,6075,7087.5,,0,0.00%,0,100.00%,7087.5,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250512KWTDMG6N,Selesai,200684860260347,2025-05-12 00:47:41,2025-05-16 23:37:06,2025-05-11 13:47:48,TOKONYA BABE,831429997,Preferred(Non-CB),25874760675,Paket 5 & 4 PCS 100 RIBUAN Kaos Mix Brand Matahari Kaos Pria 4 Pcs 100 Kaos Pria | Kaos Distro Pria,185035230090,Normal Product,,Pakaian Pria,Atasan,Kaos,98000,1,Komisi XTRA,,92625,,0.00%,0,5.00%,4631.25,4631.25,0,4631.25,4631.25,,0,0.00%,0,100.00%,4631.25,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250511KKAQCVQ9,Dibatalkan,200673596203561,2025-05-11 21:39:56,--,2025-05-11 20:48:37,Qnancloth,804273445,Preferred(Non-CB),15888886302,⭐⭐⭐⭐⭐Kemeja Putih Premium Polos Pria Dewasa Formal Lengan Panjang Warna Lengkap Ukuran Sampai Jumbo,185128180887,Normal Product,,Pakaian Pria,Atasan,Kemeja,58400,0,Komisi XTRA,,0,56400,1.00%,0,7.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Dibatalkan,Pengiriman gagal.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250511KH1XHMR7,Selesai,200671154230698,2025-05-11 20:59:22,2025-05-17 02:01:25,2025-05-11 20:58:51,Qnancloth,804273445,Preferred(Non-CB),15888886302,⭐⭐⭐⭐⭐Kemeja Putih Premium Polos Pria Dewasa Formal Lengan Panjang Warna Lengkap Ukuran Sampai Jumbo,221435449773,Normal Product,,Pakaian Pria,Atasan,Kemeja,50000,1,Komisi XTRA,,48000,,1.00%,480,7.00%,3360,3840,480,3360,3840,,0,0.00%,0,100.00%,3840,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250511KDS6CA1R,Selesai,200667639224827,2025-05-11 20:00:38,2025-05-15 05:57:44,2025-05-11 15:34:56,StudioBatik.Official,268445326,C2C(Non-CB),24083829435,(2) SB.official MEI - SPESIAL PREMIUM,305032378906,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,56000,1,Komisi XTRA,,44800,,0.00%,0,10.00%,4480,4480,0,4480,4480,,0,0.00%,0,100.00%,4480,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250511JVSBSHCJ,Dibatalkan,200649391294381,2025-05-11 14:56:31,--,2025-05-11 14:51:52,Batik Ajeng Maharani,959275896,Preferred(Non-CB),29206222245,PAKET DASTER LOWO JUMBO 4PCS 100 RIBU MOTIF RANDOM BAHAN RAYON ADEM,137993168859,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,128000,0,Komisi XTRA,,0,114570,0.00%,0,4.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Dibatalkan,Pesanan tidak memenuhi S&K.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250511JQGK2WQ5,Selesai,200643728243342,2025-05-11 13:22:08,2025-05-15 00:06:34,2025-05-11 13:21:09,RIZKI  COLLECTION,257463781,Preferred(Non-CB),6884628133,[BISA COD] 100 Dapat 4pcs || Daster Rayon Jumbo Lengan Pendek Busui Bumil Kancing Depan Lengan Pendek Motif Batik Kekinian Big S,226937093571,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,96700,1,Komisi XTRA,,93700,,0.00%,0,2.00%,1874,1874,0,1874,1874,,0,0.00%,0,100.00%,1874,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250511JJV20EG1,Selesai,200638744277632,2025-05-11 11:59:04,2025-05-16 20:31:19,2025-05-11 11:32:38,INDO SHOPE,826976775,C2C(Non-CB),18840743702,Kemeja Batik Pria Lengan Panjang Batik Pria Lengan Panjang Kemeja Batik Murah,108317117123,Normal Product,,Pakaian Pria,Pakaian Tradisional,Atasan Tradisional,34920,10,Komisi XTRA,,335232,,0.00%,0,1.00%,3352.32,3352.32,0,8473.92,8473.92,,0,0.00%,0,100.00%,8473.92,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250511JJV20EG1,Selesai,200638744277632,2025-05-11 11:59:04,2025-05-16 20:31:19,2025-05-11 11:32:38,INDO SHOPE,826976775,C2C(Non-CB),18840743702,Kemeja Batik Pria Lengan Panjang Batik Pria Lengan Panjang Kemeja Batik Murah,108317117124,Normal Product,,Pakaian Pria,Pakaian Tradisional,Atasan Tradisional,18430,10,Komisi XTRA,,176928,,0.00%,0,1.00%,1769.28,1769.28,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250511JJV20EG1,Selesai,200638744277632,2025-05-11 11:59:04,2025-05-16 20:31:19,2025-05-11 11:32:38,INDO SHOPE,826976775,C2C(Non-CB),18840743702,Kemeja Batik Pria Lengan Panjang Batik Pria Lengan Panjang Kemeja Batik Murah,108317117125,Normal Product,,Pakaian Pria,Pakaian Tradisional,Atasan Tradisional,34920,5,Komisi XTRA,,167616,,0.00%,0,1.00%,1676.16,1676.16,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250511JJV20EG1,Selesai,200638744277632,2025-05-11 11:59:04,2025-05-16 20:31:19,2025-05-11 11:32:38,INDO SHOPE,826976775,C2C(Non-CB),18840743702,Kemeja Batik Pria Lengan Panjang Batik Pria Lengan Panjang Kemeja Batik Murah,108317117126,Normal Product,,Pakaian Pria,Pakaian Tradisional,Atasan Tradisional,34920,5,Komisi XTRA,,167616,,0.00%,0,1.00%,1676.16,1676.16,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250511J24YPD1G,Selesai,200620790232931,2025-05-11 06:59:58,2025-05-17 11:42:08,2025-05-06 11:45:52,ANALOGI BDG (OFFICIAL),215072768,C2C(Non-CB),16198214963,ANALOGI - One Set + Rok Muslimah Crinkle Airflow Hijab Outer Polos Gamis Tunik Busui Atasan Setelan,221979032521,Normal Product,,Fashion Muslim,Pakaian Muslim Wanita,Dress,110000,1,Komisi XTRA,,104500,,0.00%,0,15.00%,15675,15675,0,15675,15675,,0,0.00%,0,100.00%,15675,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250511HBPKCUNV,Selesai,200596685256161,2025-05-11 00:18:06,2025-05-14 02:01:56,2025-05-10 23:44:24,Batik Ajeng Maharani,959275896,Preferred(Non-CB),29856216121,100 Ribu Dapat 4 Daster Paket Usaha || Daster Rayon Busui Bumil,248294848684,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,105000,1,Komisi XTRA,,94500,,0.00%,0,4.00%,3780,3780,0,3780,3780,,0,0.00%,0,100.00%,3780,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250511H878FQAM,Dibatalkan,200592949276152,2025-05-10 23:15:49,--,2025-05-10 23:15:18,ALISLAH STORE,964047107,Preferred(Non-CB),27553869570,PAKET DASTER LOWO JUMBO 4PCS 100RB MOTIF RANDOM BUSUI BAHAN RAYON ADEM,79786670508,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,127800,0,Komisi XTRA,,0,127800,0.00%,0,2.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Dibatalkan,Pengiriman gagal.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250511H7NF46N1,Selesai,200592352255166,2025-05-10 23:05:53,2025-05-14 17:55:29,2025-05-10 22:49:34,kholidah collection,1190826222,Preferred(Non-CB),24334515700,( 100 RB DAPAT 10 )BERGO HAMIDAH SIZE M LABEL BESI Paket Usaha hijab by kholidah collection,233079863955,Normal Product,,Fashion Muslim,Pakaian Muslim Wanita,Hijab,104000,1,Komisi Shopee,,98799,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250510H47KVKQJ,Selesai,200588666268444,2025-05-10 22:04:27,2025-05-17 15:30:31,2025-05-10 22:01:06,kholidah collection,1190826222,Preferred(Non-CB),24334515700,( 100 RB DAPAT 10 )BERGO HAMIDAH SIZE M LABEL BESI Paket Usaha hijab by kholidah collection,233079863955,Normal Product,,Fashion Muslim,Pakaian Muslim Wanita,Hijab,104000,1,Komisi Shopee,,93600,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250510H1BE4KNB,Selesai,200585573225340,2025-05-10 21:12:53,2025-05-16 10:33:28,2025-05-10 19:35:15,D & S fashion shop,317628349,Preferred(Non-CB),17795939696,Daster 120 dapat 3 Midi Zara Cringkle Airflow Lengan 7/8 Gamis Fuji Panjang Semata Kaki,39695801109,Normal Product,,Pakaian Wanita,Dress,,122500,1,Komisi XTRA,,117600,,0.00%,0,1.00%,1176,1176,0,1176,1176,,0,0.00%,0,100.00%,1176,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250510GW9G5J7C,Selesai,200581213279730,2025-05-10 20:00:13,2025-05-15 05:58:05,2025-05-10 14:14:32,StudioBatik.Official,268445326,C2C(Non-CB),24083829435,(2) SB.official MEI - SPESIAL PREMIUM,237540545395,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,60000,1,Komisi XTRA,,48000,,0.00%,0,10.00%,4800,4800,0,4800,4800,,0,0.00%,0,100.00%,4800,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250510GN81BBC6,Selesai,200572574246570,2025-05-10 17:36:14,2025-05-16 08:43:43,2025-05-10 17:29:28,Opx Store,877876983,Preferred(Non-CB),15094613566,BAJU BATIK PRIA ABADI BATIK KEMEJA BATIK PRIA LENGAN PENDEK TERVIRAL DI SHOPEE,222685958824,Normal Product,,Pakaian Pria,Atasan,Kemeja,22500,4,Komisi Shopee,,81000,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250510GN81BBC6,Selesai,200572574246570,2025-05-10 17:36:14,2025-05-16 08:43:43,2025-05-10 17:29:28,Opx Store,877876983,Preferred(Non-CB),15094613566,BAJU BATIK PRIA ABADI BATIK KEMEJA BATIK PRIA LENGAN PENDEK TERVIRAL DI SHOPEE,222685958825,Normal Product,,Pakaian Pria,Atasan,Kemeja,22500,11,Komisi Shopee,,222750,,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250510G9U3M7BM,Selesai,200560329267463,2025-05-10 14:12:10,2025-05-13 11:14:37,2025-05-10 14:11:35,f3 star fashion2,1255001616,Preferred(Non-CB),29364674104,PAKET USAHA 100 RIBU DAPAT 3 PCS DASTER ADIRA BAHAN CRINKLE PREMIUM DASTER CHIBI RESLETING DEPAN 90 RIBU ISI 3 BAJU,241824474548,Normal Product,,Pakaian Wanita,Pakaian Tidur & Piyama,Daster,96000,1,Tawaran dari Penjual,,96000,,1.00%,960,8.00%,7680,8640,960,7680,8640,,0,0.00%,0,100.00%,8640,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250510G900P1TG,Dibatalkan,200559557234714,2025-05-10 13:57:00,--,2025-05-10 13:54:36,kholidah collection,1190826222,Preferred(Non-CB),24334515700,( 100 RB DAPAT 10 )BERGO HAMIDAH SIZE M LABEL BESI Paket Usaha hijab by kholidah collection,233079863956,Normal Product,,Fashion Muslim,Pakaian Muslim Wanita,Hijab,102000,0,Komisi Shopee,,0,91800,0.00%,0,0.00%,0,0,0,0,0,,0,0.00%,0,100.00%,0,Dibatalkan,Pengiriman gagal.,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250510G5KEE4EN,Selesai,200555777205215,2025-05-10 12:56:17,2025-05-16 08:49:11,2025-05-10 12:56:03,Syahiba hijab store,35037749,Preferred(Non-CB),23014701287,Paket Hijab sport 100rb Get 17pcs size S,183638787476,Normal Product,,Fashion Muslim,Pakaian Muslim Wanita,Hijab,100000,1,Komisi XTRA,,85000,,0.00%,0,1.00%,850,850,0,850,850,,0,0.00%,0,100.00%,850,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250509EHCA5CCW,Selesai,200499703265964,2025-05-09 21:21:44,2025-05-17 17:00:46,2025-05-09 21:22:32,INDO SHOPE,826976775,C2C(Non-CB),18840743702,Kemeja Batik Pria Lengan Panjang Batik Pria Lengan Panjang Kemeja Batik Murah,59213789303,Normal Product,,Pakaian Pria,Pakaian Tradisional,Atasan Tradisional,34920,5,Komisi XTRA,,167616,,0.00%,0,1.00%,1676.16,1676.16,0,3352.32,3352.32,,0,0.00%,0,100.00%,3352.32,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250509EHCA5CCW,Selesai,200499703265964,2025-05-09 21:21:44,2025-05-17 17:00:46,2025-05-09 21:22:32,INDO SHOPE,826976775,C2C(Non-CB),18840743702,Kemeja Batik Pria Lengan Panjang Batik Pria Lengan Panjang Kemeja Batik Murah,59213789310,Normal Product,,Pakaian Pria,Pakaian Tradisional,Atasan Tradisional,34920,5,Komisi XTRA,,167616,,0.00%,0,1.00%,1676.16,1676.16,0,0,0,,0,0.00%,0,100.00%,0,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250509EE0PF0SU,Selesai,200496092282760,2025-05-09 20:21:32,2025-05-15 02:05:42,2025-05-09 20:15:46,Haved Apparel,578554228,C2C(Non-CB),22256766517,Baju Atasan Wanita 100 ribu dapat 6 pcs / Kaos Wanita Murah Swag Girl,223373528545,Normal Product,,Pakaian Wanita,Atasan,Kaos,46134,1,Komisi XTRA,,36106,,0.00%,0,10.00%,3610.6,3610.6,0,3610.6,3610.6,,0,0.00%,0,100.00%,3610.6,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250509C8KXEQS7,Selesai,200421576269909,2025-05-08 23:39:37,2025-05-18 00:29:05,2025-05-08 23:34:21,Ahasstore,108297210,Preferred(Non-CB),25454948845,HIJAB JUMBO XL 100rb 6 pcs PAKET USAHA// HIJAB MURAH // JILBAB SYAR’I JUMBO // HIJAB INSTAN // HIJAB JERSEY // HAMIDAH SPORT // ,255129366549,Normal Product,,Fashion Muslim,Pakaian Muslim Wanita,Hijab,112500,1,Komisi XTRA,,106875,,1.00%,1068.75,6.00%,6412.5,7481.25,1068.75,6412.5,7481.25,,0,0.00%,0,100.00%,7481.25,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
250509C84074CG,Selesai,200421041249739,2025-05-08 23:30:41,2025-05-11 16:17:23,2025-05-08 23:24:08,GROSIR HIJAB_SS / mei.ols,43899152,C2C(Non-CB),17196265946,NABILA HIJAB - Paket Usaha Bergo Hamidah Jersey Size M isi 10 Pcs Bisa Pilih warna,187079292200,Normal Product,,Fashion Muslim,Pakaian Muslim Wanita,Hijab,140000,1,Komisi XTRA,,119000,,0.00%,0,6.00%,7140,7140,0,7140,7140,,0,0.00%,0,100.00%,7140,Selesai,,Pesanan Produk dari Toko yang Dipromosikan,Ada,,,,,,Shopeelive-Shopee
